URL	Source	Headline	Summary
https://www.ft.com/content/328151fa-ad8c-11e2-82b8-00144feabdc0	Ft	Trump links controversy takes new twist	"ThenCA$99per month.
Complete digital access to quality FT journalism on any device. 
Cancel anytime during your trial."
https://www.cbsnews.com/news/trump-government-shutdown-democrats-fault-60-minutes/?intcid=CNM-00-10abd1h	Cbsnews	"Trump says government shutdown ends when Democrats give in: ""If they don't vote, that's their problem"""	"President Trump slammed Democrats as ""crazed lunatics"" who have ""lost their way,"" blaming them for a government shutdown poised to become the longest in history with no deal in sight. But he offered no immediate plan to address health care costs, a sticking point for Democrats who want Republicans to agree to extend government subsidies for the more than 20 million Americans with Obamacare."
https://www.cbsnews.com/news/trumps-plans-to-restart-nuclear-testing-experts/?intcid=CNM-00-10abd1h	Cbsnews	Trump's plans to restart nuclear testing likely won't produce any mushroom clouds, experts say	President Trump'scommentsabout restarting weapons tests are not likely to lead to mushroom-cloud explosions over the New Mexico desert or seismic shaking underground in Nevada, according to the nation's foremost experts.
https://www.cbsnews.com/news/venezuela-cartel-de-los-soles-us-designation-terrorist-organization-what-is-it/?intcid=CNM-00-10abd1h	Cbsnews	The Cartel de los Soles is now officially a U.S.-designated a terrorist organization, but is it a cartel?	The U.S. government's designation of the Venezuelan Cartel de los Soles as a foreign terrorist organizationofficially took effect Mondayas part of President Trump's aggressive campaign to combat drug trafficking into the United States. The U.S. identifies Venezuelan President Nicolás Maduro as the group's leader — and he says the claims of narcoterrorism are actually part of a bid by Mr. Trump to force him from power.
https://www.cbsnews.com/newyork/news/trump-cuomo-nyc-mayor-race/?intcid=CNM-00-10abd1h	Cbsnews	Trump tells New Yorkers to vote for Andrew Cuomo in NYC mayor's race	"President Trump said Monday that New York City voters ""really have no choice"" and ""must vote"" for former Gov. Andrew Cuomo in themayoral election."
https://www.cbsnews.com/news/trump-mamdani-cuomo-nyc-mayor-60-minutes-interview/?intcid=CNM-00-10abd1h	Cbsnews	"Trump says it would be ""hard"" to give money to NYC if Mamdani is elected, bristles at Cuomo's ""crazy"" claim about sending in tanks"	President Trump weighed in on the closely watched race for New York City mayor in anexclusive interview with 60 Minutes, again suggesting he may withhold federal funding to New York if Democratic candidate Zohran Mamdani is elected.
https://www.cbsnews.com/miami/news/trump-touts-economic-record-blasts-democrats-at-miami-business-forum/?intcid=CNM-00-10abd1h	Cbsnews	Trump touts economic record, blasts Democrats at Miami business forum	MIAMI — On the anniversary of his re-election,President Donald Trump addressed a crowd of thousandsat the America Business Forum, using his time on stage to tout his economic record and reflect on his 2024 election victory.
https://www.cbsnews.com/news/fbi-inquiry-six-democrats-illegal-orders-video/?intcid=CNM-00-10abd1h	Cbsnews	FBI opens inquiry into 6 Democrats appearing in video that urged defying illegal orders, lawmakers say	"Washington— The FBI has opened an inquiry into six Democratic members of Congress whom President Trump accused of ""seditious behavior,"" according to several lawmakers."
https://www.cbsnews.com/news/nobel-peace-prize-donald-trump-what-to-know/?intcid=CNM-00-10abd1h	Cbsnews	What is the Nobel Peace Prize and could Donald Trump get it? What to know about the international honor.	Barack Obama. Jimmy Carter. Woodrow Wilson. Teddy Roosevelt. Al Gore. And Donald Trump?
https://www.cbsnews.com/miami/news/president-donald-trump-miami-anniversary-election-win-economy-agenda/?intcid=CNM-00-10abd1h	Cbsnews	President Trump arrives in Miami to discuss his economic agenda on anniversary of his election win	President Donald Trumpis heading to Miami on Wednesday — the anniversary of his reelection to a second term — to speak to a forum of business leaders and global athletes about what he sees as his economic achievements.
https://www.cbsnews.com/news/trump-bbc-lawsuit-threat-january-6-panorama-editing/?intcid=CNM-00-10abd1h	Cbsnews	"Outgoing BBC director urges staff to ""fight for our journalism"" as Trump threatens $1B defamation lawsuit"	"London —The outgoing director of the BBC addressed staff of the publicly-funded British national broadcaster in a call on Tuesday admitting mistakes were made but urging them to ""fight for our journalism"" after President Trump threatened to sue the corporation for $1 billion over a program it aired in 2024 about the Jan. 6, 2021 riot at the U.S. Capitol."
https://www.cbsnews.com/chicago/news/treasurer-melissa-conyears-ervin-boycott-us-bonds-president-trump/?intcid=CNM-00-10abd1h	Cbsnews	Chicago Treasurer Melissa Conyears-Ervin vows boycott of U.S. Treasury bonds in protest of President Trump	Chicago City Treasurer Melissa Conyears-Ervin set off a fierce debate on Wednesday at a City Council budget hearing, after declaring her office would no longer invest the city's money in U.S. treasury bonds.
https://www.cbsnews.com/atlanta/news/trump-says-rep-marjorie-taylor-greene-has-lost-her-way-after-criticism-over-foreign-policy-focus/?intcid=CNM-00-10abd1h	Cbsnews	"Trump says Georgia Rep. Marjorie Taylor Greene has ""lost her way"" after criticism over foreign policy focus"	"President Donald Trump pushed back Monday against criticism fromGeorgia Congresswoman Marjorie Taylor Greene, saying his longtime ally had ""lost her way"" after she accused him of paying too much attention to foreign affairs and not enough to the rising cost of living at home."
https://www.cbsnews.com/news/jeffrey-epstein-donald-trump-emails-house-oversight/?intcid=CNM-00-10abd1h	Cbsnews	"Jeffrey Epstein said Trump ""knew about the girls"" in 2019 email to author Michael Wolff, House Democrats allege"	Washington —Democrats on the House Oversight Committee on Wednesday released emails exchanged between Jeffrey Epstein and others about President Trump.
https://www.cbsnews.com/news/jeffrey-epstein-trump-emails-texts-inner-circle/?intcid=CNM-00-10abd1h	Cbsnews	Inside Jeffrey Epstein's inner circle, emails and texts show Trump was a regular topic	Jeffrey Epstein's private emails and text messages, among the more than 20,000 documentsreleased Wednesdayby the House Oversight Committee, provide a glimpse into his relationships with people who formedpart of his inner circleduring his final years. And they repeatedly touched on President Trump.
https://www.cbsnews.com/news/trump-jeffrey-epstein-justice-department-democrats-banks/?intcid=CNM-00-10abd1h	Cbsnews	Trump asks Justice Department to investigate Epstein's ties to prominent Democrats, banks	Washington— President Trump on Friday asked the Justice Department and FBI to investigate convicted sex offender Jeffrey Epstein's involvement with prominent Democrats, including former President Bill Clinton, and major financial institutions.
https://www.cbsnews.com/news/marjorie-taylor-greene-receiving-threats-amid-rift-with-trump/?intcid=CNM-00-10abd1h	Cbsnews	Marjorie Taylor Greene says she is receiving threats amid rift with Trump	Republican Rep. Marjorie Taylor Greene of Georgia on Saturday said she is receiving threats, one day after President Trumpannounced he is endinghis support for his former longtime ally.
https://www.cbsnews.com/sacramento/news/judge-bars-trump-from-immediately-cutting-funding-to-the-university-of-california/?intcid=CNM-00-10abd1h	Cbsnews	Judge bars Trump from immediately cutting funding to the University of California	The Trump administration cannot immediately cut federal funding to the University of California or issue fines against the school system over claims it allows antisemitism or other forms of discrimination, a federal judge ruled late Friday in a sharply worded decision.
https://www.cbsnews.com/news/corporate-trump-ballroom-donors-represented-by-3-lobbying-firms/?intcid=CNM-00-10abd1h	Cbsnews	Majority of corporate Trump ballroom donors represented by 3 lobbying firms, watchdog says	The majority of the corporations known to have donated to the fund for President Trump'snew White House ballroomare represented by three lobbying firms, according to anew reportfrom government accountability watchdog Public Citizen.
https://www.cbsnews.com/news/trump-scotland-golf-course-neighbors-react-to-visit-protests/	Cbsnews	What some of Trump's Scotland golf course neighbors have to say as he visits	Balmedie, Scotland— President Trumparrived in ScotlandFriday for a four-day private trip — his first to the U.K. since he was reelected. The White House says he'll meet with Prime Minister Keir Starmer during his visit to discuss trade, but he'll also beopening a brand-new courseat the Trump International Golf Links.
https://www.cbsnews.com/atlanta/news/georgia-rep-marjorie-taylor-greene-blames-trump-for-hoax-pizza-harassment-pipe-bomb-threats-i-am-not-a-traitor/?intcid=CNM-00-10abd1h	Cbsnews	"Georgia Rep. Marjorie Taylor Greene blames Trump for hoax pizza harassment, pipe bomb threats: ""I am not a traitor"""	"Georgia Rep.Marjorie Taylor Greenesaid Sunday night that she and her family have been targeted with hoax pizza deliveries and a pipe bomb threat, blaming what she called President Donald Trump's ""vicious attacks"" for escalating the danger against her."
https://www.cbsnews.com/detroit/news/trump-administration-extends-order-keeping-michigan-coal-plant-online-past-closure-date/?intcid=CNM-00-10abd1h	Cbsnews	Trump administration extends order keeping Michigan coal plant online past closure date	The Trump administration has once again extended the life of aMichigan coal-fired power plantthat was supposed to close last May as the utility Consumers Energy transitions to cleaner sources of electricity.
https://www.cbsnews.com/news/donald-trump-business-empire/	Cbsnews	A guide to Donald Trump's business empire	NEW YORK -President-elect Donald Trump says his business is “great,” and you’ll have to trust him on that. But one of the few things an outsider can know for sure is that it’s a complex and opaque hodgepodge of an empire scattered around the globe.
https://www.cbsnews.com/philadelphia/news/pennsylvania-shapiro-trump-truth-social-posts-seditious-behavior/?intcid=CNM-00-10abd1h	Cbsnews	"Gov. Shapiro, Pennsylvania lawmakers condemn posts by Trump accusing Democrats of ""seditious"" behavior"	"Pennsylvania Gov. Josh Shapiro condemned comments made by Donald Trump about congressional Democrats on Truth Social Thursday, accusing the president of ""actively encouraging political violence."""
https://fortune.com/longform/donald-trump-businessman/	Fortune	Business the Trump Way	Donald Trump’s pitch is simple: He is, as he’ll happily tell you, one of the world’s elite businessmen. Therefore he’d make a great President.
https://www.bbc.com/news/world-us-canada-35318432	Bbc	Donald Trump's life story: From real estate to politics	Long before making three consecutive bids for the US presidency, Donald Trump was America's most flamboyant billionaire.
https://www.bbc.com/news/business-35836623	Bbc	How did Donald Trump make his fortune?	Republican presidential front-runner and billionaire businessman Donald Trump loves to talk about his money.
https://www.newyorker.com/news/our-columnists/as-a-businessman-trump-was-the-biggest-loser-of-all	Newyorker	As a Businessman, Trump Was the Biggest Loser of All	Last October, the New YorkTimespublisheda monumental exposé of howDonald Trumpand other members of the Trump family engaged in sham financial schemes during the nineteen-nineties, including what the newspaper described as “instances of outright fraud,” to avoid paying hundreds of millions of dollars in taxes on the real-estate fortune that Fred Trump passed on to his children. Last month, the three reporters who wrote the story—David Barstow, Susanne Craig, and Russ Buettner—wereawardedthe Pulitzer Prize in explanatory reporting.
https://www.newyorker.com/news/our-columnists/hundreds-of-former-federal-prosecutors-would-indict-donald-trump	Newyorker	Hundreds of Former Federal Prosecutors Would Indict Donald Trump	AsMichael Cohenwas reporting to a federal prison in upstate New York on Monday, the start of a three-year sentence on charges of tax evasion and campaign-finance violations,Donald Trumpwas thoroughly enjoying himself, awarding a Presidential Medal of Freedom to the golferTiger Woods. The contrast between the fates of the fixer and his former boss could hardly have been more stark. But for the fact that he is sitting in the Oval Office, Trump could well be facing a criminal indictment on the same campaign-finance violation that sent Cohen to prison, which arose from payoffs made to the adult-film star Stormy Daniels before the 2016 election. And as Trump was bestowing the honor on Woods, who, perhaps coincidentally, has agreed to design a course at a new Trump development in Dubai, hundreds of former federal prosecutors were signing an online letter that says the President’s behavior toward the Russia investigation more than justified another indictment—for obstruction of justice.
https://www.newyorker.com/news/our-columnists/attorney-general-william-barr-acts-as-trumps-human-shield-on-capitol-hill	Newyorker	Attorney General William Barr Acts as Donald Trump’s Human Shield on Capitol Hill	This being a hearing of the august Senate Judiciary Committee—in which the Attorney General of the United States had been called to testify about a four-hundred-and-forty-eight-page report into a Russian effort to sabotage the 2016 election, the question of whether the sitting President and his aides were complicit therein, and possible obstruction of justice on the part of that same President—it was inevitable that the chairman of the committee, Senator Lindsey Graham, would open the proceedings by cutting to the chase: the F.B.I.’s investigation into Hillary Clinton’s e-mails.
https://www.newyorker.com/magazine/2025/12/01/the-justice-department-hits-a-new-low-with-the-epstein-files#intcid=_the-new-yorker-article-bottom-recirc-bkt-a_1c779e44-6f72-4e58-90ed-4bc05b590433_closr	Newyorker	The Justice Department Hits a New Low with the Epstein Files	On a Friday evening in October, 2021, the Justice Department launched into damage-control mode. The Attorney General, Merrick Garland, the Deputy Attorney General, Lisa Monaco, and other senior officials gathered on an emergency conference call to decide how to deal with what they considered out-of-line remarks from President Joe Biden.
https://www.newyorker.com/news/the-financial-page/socialism-but-make-it-trump#intcid=_the-new-yorker-article-bottom-recirc-bkt-a_1c779e44-6f72-4e58-90ed-4bc05b590433_closr	Newyorker	Socialism, But Make It Trump	With the victory of Zohran Mamdani, a self-described democratic socialist, in New York City’s mayoral election last week, socialism is on the march. At least, that’s the assertion of the National Republican Congressional Committee, the campaign arm of the House Republicans. “This is the future House Democrats want, and your city could be next,” an N.R.C.C. ad blared the day after Mamdani won. “Stop socialism. Stop Democrats.”
https://www.newyorker.com/magazine/1997/05/19/trump-solo	Newyorker	Trump Solo	One morning last week, Donald Trump, who under routine circumstances tolerates publicity no more grudgingly than an infant tolerates a few daily feedings, sat in his office on the twenty-sixth floor of Trump Tower, his mood rather subdued. As could be expected, given the fact that his three-and-a-half-year-old marriage to Marla Maples was ending, paparazzi were staking out the exits of Trump Tower, while all weekend helicopters had been hovering over Mar-a-Lago, his private club in Palm Beach. And what would come of it? “I think the thing I’m worst at is managing the press,” he said. “The thing I’m best at is business and conceiving. The press portrays me as a wild flamethrower. In actuality, I think I’m much different from that. I think I’m totally inaccurately portrayed.”
https://theweek.com/articles/644820/how-donald-trump-built-business-empire	Theweek	How Donald Trump built his business empire	"Donald Trumpoften boasts about his ""tremendous wealth."" How did the Republican nominee amass his fortune? Here's everything you need to know:"
https://millercenter.org/president/trump/life-presidency	Millercenter	Donald Trump: Life Before the Presidency	Donald John Trump was born on June 14, 1946, the fourth of five children of Mary Anne MacLeod Trump and her husband, Frederick Christ Trump, Sr. Trump’s mother was born in Scotland and emigrated to the United States in 1930. His father was born in New York City, the son of German immigrants. During Trump’s childhood, the family lived an upscale community of the Queens Borough of New York City known as Jamaica Estates.
https://www.theatlantic.com/business/archive/2017/04/product-placement-presidency/523797	Theatlantic	The Product-Placement Presidency	Chances are that the first thing that springs to mind is President Donald Trump’s eldest daughter. And she wants to keep it that way: According toAdvertising Age, Ivanka Trump has filed for trademarks in both the United States and China to make sure that she, and only she, can market products under not only her full name but also just “Ivanka” on its own. That doesn’t necessarily mean she’s actively expanding her brand; in China especially, proactively pursuing trademarksto ward off knockoffsis fairly common practice. Her companyreceived three of those Chinese trademarks, for jewelry, bags, and spa services, on April 6—the same day she joined her father and Chinese President Xi Jinping for dinner at the Mar-a-Lago Club in Palm Beach, though there was nothing to suggest the timing was anything more than a coincidence.
https://www.vanityfair.com/magazine/1987/12/trump_excerpt198712	Vanityfair	Big Deal: How I Do It My Way	This is a story about a group of New Yorkers who fought very hard to keep me from tearing down the building they lived in and constructing a new one in its place. They succeeded. But by delaying me for several years, during which real-estate values soared, they inadvertently helped me come up with a much more profitable project.
https://people.com/politics/poor-donald-trumps-money-woes-detailed-in-1990-people-cover	People	'Poor Donald!' Trump's Money Woes Detailed in 1990 PEOPLE Cover	Last weekend,TheNew York TimespublishedDonald Trump’s 1995 tax returns, which show that The Donald suffered a $916 million loss throughout the year.
https://nymag.com/nymetro/news/bizfinance/biz/features/2235	Nymag	Clash of the Titans	Three miles outside Atlantic City, Donald Trump comes into view. At first there’s just a fuzzy glow of neon against the night sky as the two narrow lanes of the Atlantic City Expressway churn relentlessly, straight ahead, across a dull expanse of marsh. Then huge letters come blazing into focus above the flat, unobstructed landscape: Trump Marina. Trump Taj Mahal. Trump Plaza. It feels as if the very horizon is branded.
https://nymag.com/intelligencer/2016/11/the-fake-donald-trump-quote-that-just-wont-die.html	Nymag	The Fake Donald Trump Quote That Just Won’t Die	In October 2015, as Donald Trump was gaining steam in the Republican primary, a quote began circulating that, for any other GOP member, might have ended their campaign. In 1998, as the story goes, Trump toldPeople,“If I were to run, I’d run as a Republican. They’re the dumbest group of voters in the country. They believe anything on Fox News. I could lie and they’d still eat it up. I bet my numbers would be terrific.”
https://www.theguardian.com/us-news/2020/mar/14/teen-models-powerful-men-when-donald-trump-hosted-look-of-the-year	Theguardian	Teen models, powerful men and private dinners: when Trump hosted Look of the Year	In the early 90s, Donald Trump judged the world’s biggest modelling competition - since hit by allegations of abuse. This is how the people who were there remember it
https://digitalcommons.csbsju.edu/cgi/viewcontent.cgi?article=1130&context=psychology_pubs	Digitalcommons	Headline Not Found	summary not found
https://news.sky.com/story/trump-hits-back-over-reported-financial-losses-of-1bn-in-1980s-and-1990s-11714648	News	Trump hits back over reported financial losses of $1bn in 1980s and 1990s	"Real estate developers in the 1980s and 1990s were ""entitled to massive write-offs"" which would show losses, claims the president."
https://www.thoughtco.com/donald-trump-business-bankruptcies-4152019#:~:text=Trump%20opened%20the%20%241.2%20billion,facility%2C%20particularly%20amid%20a%20recession	Thoughtco	Why Donald Trump's Companies Went Bankrupt	Donald Trumphas portrayed himself as a successful businessman who has amassed a net worth of as much as $10 billion. But he has also led some of his companies into bankruptcy, maneuvers he says were designed to restructure their massive debt.
https://www.thoughtco.com/donald-trump-business-bankruptcies-4152019	Thoughtco	Why Donald Trump's Companies Went Bankrupt	Donald Trumphas portrayed himself as a successful businessman who has amassed a net worth of as much as $10 billion. But he has also led some of his companies into bankruptcy, maneuvers he says were designed to restructure their massive debt.
https://www.nytimes.com/interactive/2019/05/07/us/politics/donald-trump-taxes.html	Nytimes	Decade in the Red: Trump Tax Figures Show Over $1 Billion in Business Losses	Newly obtained tax information reveals that from 1985 to 1994, Donald J. Trump’s businesses were in far bleaker condition than was previously known.
https://www.vanityfair.com/news/2016/10/donald-trump-financial-troubles-taxes-1990s	Vanityfair	Trump’s Financial Troubles in the Early 1990s Were Even Worse than Anyone Thought	Donald Trumpbills himself as a self-made man whose boardroom genius and business acumen make him uniquely qualified to run the country. But excerpts from Trump’s 1995 tax returns, published byThe New York Timeslast weekend, belie the New York billionaire’s self-characterization as one of the nation’s leading real-estate moguls. In fact, by the early 1990s, the Republican nominee’s namesake company was hemorrhaging money and Trump was on the hook for hundreds of millions of dollars. As theTimesdocuments in a new report pulling back the curtain on Trump’s near-financial ruination, the billionaire was careening toward personal bankruptcy following a series of misguided investments and mismanagement of his company in the late 1980s, forcing him to borrow money from his family.
https://abcnews.go.com/Business/trumps-economic-legacy/story?id=74760051	Abcnews	A look at Trump's economic legacy	PresidentDonald Trumpcampaigned as a billionaire businessman and champion of the working class with the economic prowess and deal-cutting skills that politicians in Washington, D.C., lacked.
https://www.bloomberg.com/news/articles/2019-06-14/failed-trump-golf-course-turned-into-dilapidated-n-y-state-park?embedded-checkout=true	Bloomberg	A Failed Trump Golf Course Turned Into a Dilapidated New York State Park	WhenDonald Trumpbought 436 acres in upstate New York two decades ago, he envisioned adding two new championship golf courses to his collection.
https://news.temple.edu/news/2016-10-25/bankruptcy-expert-studies-trump-casinos#:~:text=A%20new%20study%20by%20a%20Temple%20University%20professor%20shows%20that,Jonathan%20Lipson%2C%20Harold%20E	News	Temple Now	According to Lipson’s analysis, Trump’s casinos also lost more money than their competitors and went through more bankruptcies than any other major business in America.
https://www.motherjones.com/politics/2016/10/how-donald-trump-destroyed-his-empire-and-dumped-ruins-others-timeline/#:~:text=By%20Trump's%20own%20admission%2C%20he,which%20he'd%20personally%20guaranteed	Motherjones	How Trump Went Bust and Got Rich Using Other People’s Money: A Timeline	For decades, Donald Trump has operated his businesses on one fundamental premise: Use other people’s money.
https://www.lemonde.fr/international/article/2024/04/13/entre-donald-trump-et-new-york-une-histoire-d-amour-haine_6227561_3210.html	Lemonde	Entre Donald Trump et New York, une histoire d’amour-haine	RécitNatif du Queens, le candidat républicain à l’élection présidentielle américaine de 2024 s’est servi de New York, la démocrate, pour bâtir son empire et un destin politique que ses nombreux ennuis avec la justice – dont la menace de saisie de la Trump Tower, son emblématique QG sur la Vᵉ Avenue – n’entravent en rien.
https://nouveau.eureka.cc/Search/ResultMobile/11	Nouveau	Eureka	Veuillez vous connecter ci-dessous avec votre adresse courriel ou votre identifiant.
https://www.timesunion.com/hudsonvalley/news/article/Trump-alleged-fraud-Dutchess-County-golf-club-17460501.php	Timesunion	How Trump’s alleged fraud worked at Dutchess County club	President Donald Trump, right, participates in a round of golf at the Trump National Golf Course in Sterling, Va., in September 2019. Among 11 properties named in New York Attorney General Letitia James’ civil complaint is Trump National Golf Club Hudson Valley, where the former president is accused of running four schemes to inflate the value of the club. (AP Photo/ Tom Brenner)
https://www.thestar.com/news/world/europe/trumps-trip-to-scotland-as-his-new-golf-course-opens-blurs-politics-and-the-familys/article_72d23013-8e62-50db-adcc-723b1de6ba44.html	Thestar	Trump’s trip to Scotland as his new golf course opens blurs politics and the family’s business	EDINBURGH, Scotland (AP) — Lashed by cold winds and overlooking choppy, steel-gray North Sea waters, the breathtaking sand dunes of Scotland’s northeastern coast rank among Donald Trump’s favorite spots on earth.
https://www.lse.ac.uk/granthaminstitute/news/green-claims-for-donald-trumps-new-golf-course-laughable/	Lse	Green claims for Donald Trump’s new golf course ‘laughable’	This article reports on claims made by Donald Trump’s company that a planned new golf course in Scotland will be environmentally friendly. The claims are dismissed by Bob Ward.
https://www.business-humanrights.org/en/latest-news/late-wages-for-migrant-workers-at-a-trump-golf-course-in-dubai/	Business-humanrights	Business & Human RightsResource Centre	This section features research, reports and updates from the Resource Centre.
